Gene	GSM410666	GSM410667	GSM410668	GSM410669	GSM410670	GSM410671	GSM410672	GSM410673	GSM410674	GSM410675	GSM410676	GSM410677
"10053"	6.117663394	6.02718866	6.167597229	6.008750854	5.919188629	6.196424304	6.239683494	6.316816368	6.253646876	6.366663552	6.173424478	6.100213184
"10312"	8.935324808	8.891125947	8.997962573	8.692619126	8.730707909	8.825525584	9.417042209	9.477884655	9.589550753	9.457302873	9.349771181	9.364598673
"10577"	11.25780385	11.25045415	11.0935948	11.17868579	11.11885076	10.97669796	11.39641277	11.54877483	11.48047788	11.22926595	11.32046167	11.44184265
"10717"	8.143164102	8.070228615	8.070402271	8.208170158	8.108996685	8.21210881	8.201409859	8.200832119	8.130753714	8.286270817	8.133216208	8.317052227
"1075"	10.39348376	10.50809837	10.39321512	10.35326487	10.25883553	9.822933574	9.415809833	9.41257786	9.62038173	9.510247181	9.463400394	9.560507854
"10947"	6.178951668	6.267096162	6.213167235	6.200724279	6.27381517	6.427146297	6.5207435	6.504294818	6.736385217	6.566144341	6.554339897	6.715445174
"11154"	6.116690488	5.575779889	5.685530439	5.852189034	5.623921857	5.5943036	5.560612352	5.506207926	5.845954488	5.764175903	5.44357673	5.63864564
"1174"	9.539957672	9.213618931	9.401235705	9.580328461	9.452802956	8.880465538	9.575508052	9.471703869	9.406106823	9.331018408	9.463899117	9.489728982
"1176"	11.34141456	11.3347526	11.27098838	11.41356297	11.38153437	11.37917247	11.21556603	11.18678485	11.02257713	11.14850426	11.21939496	11.11226064
"1200"	10.42466241	10.51146797	10.53408988	10.35219856	10.35642685	10.28133724	10.88385522	10.94943574	10.97511272	10.47308031	10.58061534	10.79052275
"1201"	8.674499457	8.726302567	8.733906158	8.673479105	8.607734992	8.567041798	8.759207311	8.778415094	8.869213605	8.679625454	8.608264418	8.880200409
"1203"	8.585450789	8.360967543	8.464900979	8.433717357	8.410003698	8.23702217	9.04400838	8.9375415	8.95364369	8.901027856	8.956806336	9.020554622
"1211"	4.640207394	3.873250705	4.718047237	4.513470311	4.630212703	4.435703558	5.131734505	5.342188041	4.7974815	5.039611433	4.936941613	5.340812305
"1212"	8.844744635	8.802986912	8.871365173	8.888337297	8.797918425	8.83244625	8.78202344	8.763297456	8.557796775	8.707379527	8.751280657	8.727634314
"1213"	12.40236981	12.43553535	12.56745196	12.34894306	12.37326657	12.36427771	12.40155205	12.36905709	12.47807141	12.26239133	12.2393386	12.39767288
"130340"	3.601687161	3.841041669	3.775352736	3.49670052	3.573895632	3.552321277	3.71755486	3.599812205	3.590569412	3.538166677	3.627675321	3.787166531
"138050"	6.792562033	6.695268725	6.875202926	6.75577661	6.908316268	6.69358033	6.965665623	7.06020357	7.013596248	6.929776639	6.834477111	7.371231139
